,income_bin
5941,1
29488,0
11890,1
15880,1
10787,0
10636,0
7516,0
3686,0
1558,0
31548,0
15043,0
26257,1
22808,0
19472,0
28406,0
9756,0
29357,1
2989,0
5573,0
25094,0
31727,1
13829,0
8713,0
2742,0
30733,0
21129,0
4929,0
20091,1
13719,0
1748,0
19800,0
8548,0
17046,0
2560,1
16263,0
25581,1
15054,0
21883,1
24877,0
28043,0
26140,0
3183,0
6797,1
16896,0
24440,1
21586,0
11197,0
1584,0
6796,0
6335,0
11575,0
32519,1
7514,0
10174,0
16146,0
3568,1
16042,0
28743,0
4082,0
4991,0
15690,0
21147,1
18933,0
26849,0
5054,0
23415,0
18608,0
10025,0
18435,0
5188,0
2949,0
12045,0
31453,1
11802,0
30779,0
30170,0
27810,0
16053,1
10238,0
9576,0
25339,0
5916,0
13954,1
16494,0
21150,1
2404,0
9774,1
1820,0
28070,0
16365,0
9645,0
5332,0
3665,1
21178,0
9865,1
23494,0
4530,0
24364,1
12578,0
11586,0
32545,1
15737,1
25964,0
888,0
15174,0
29392,1
28987,0
19718,0
32203,1
26092,0
14429,0
14341,0
29933,0
25411,1
13589,0
16292,0
23951,0
11570,0
2330,1
9063,1
26472,0
6160,0
25649,0
14495,0
14787,1
29602,0
29589,0
29802,0
28640,0
22013,0
5798,1
14891,0
16158,0
29526,1
8740,1
21712,0
5583,0
6317,0
6487,1
28212,0
26034,1
12706,0
28730,1
26032,0
13463,1
15874,0
9295,0
15349,1
26206,1
11788,0
8980,0
10152,0
13051,0
8501,0
11510,0
23442,0
19934,0
19693,0
28517,0
15119,1
14529,1
29322,1
6233,1
5281,0
16514,0
21598,0
15483,0
23221,0
21864,0
14324,0
4123,0
22334,1
21450,0
14492,0
810,0
3392,0
1716,0
8219,0
651,0
26095,0
17999,0
5716,0
29927,0
31169,0
30247,0
15831,1
6642,0
31282,1
2053,0
14379,0
3226,0
14647,0
25197,0
16393,1
792,0
8241,0
24488,0
6630,0
2129,0
3401,1
10808,1
28720,1
2477,0
27652,0
18142,1
12611,0
4132,0
10733,1
26145,0
13275,0
27623,0
11662,0
6038,0
5766,0
5755,1
5060,0
30471,0
23740,0
29428,0
25269,0
8377,1
10372,0
26227,0
20688,0
3599,1
7530,0
29991,0
10135,0
21840,0
18427,0
16301,1
20845,0
18487,0
20791,0
15951,0
18133,0
2675,0
20015,0
26189,0
23297,0
456,0
18903,0
12654,0
11744,1
11123,0
13464,0
21424,1
26980,1
16,0
29143,0
8394,1
13230,0
9871,1
19794,1
29582,0
17941,0
2580,1
3929,1
24041,0
27801,0
27306,0
16817,0
1124,0
10381,0
1520,0
14374,0
13640,0
20521,0
12080,0
18145,0
16159,0
25760,1
27679,0
1657,0
20424,0
22701,0
14193,0
6184,1
25205,0
17610,0
21932,0
30007,0
25307,0
27799,0
27296,0
22865,0
2185,0
24202,0
23446,1
5749,0
3899,0
23559,0
30526,0
3685,0
3560,0
4128,0
28130,0
23828,0
21519,0
9058,0
18014,1
27094,0
32270,0
24871,0
29091,0
17474,0
9319,0
18111,1
4773,0
23658,0
18764,0
4190,0
26465,1
13406,1
16624,0
20770,0
2010,0
543,0
6586,0
6643,0
16769,0
17255,0
14261,0
32439,0
12563,0
6720,0
7547,0
25057,1
22193,1
13472,0
14505,0
17318,1
24348,1
19775,0
10368,1
9963,0
18849,0
31308,0
23306,0
18332,1
17246,0
13682,1
21980,0
5362,0
25281,1
3586,0
11616,1
4174,0
17053,1
11022,0
17764,1
4495,1
5831,1
10410,0
10363,0
28653,0
18356,0
26111,0
3160,0
9060,1
21704,0
20729,0
21659,0
10064,0
414,0
30260,0
8678,0
1297,0
9951,0
7784,0
15857,1
13058,0
29422,0
15898,0
14532,0
29420,0
23714,0
7168,0
18123,1
7088,0
24064,1
3737,0
4762,0
7189,0
8399,0
20733,0
7151,0
7075,0
11386,0
26677,1
1635,1
18639,0
31864,0
10947,0
195,0
26594,0
549,0
4137,1
14978,0
1091,1
22794,0
15676,0
6524,1
27283,0
8646,1
142,0
10748,0
26243,1
12977,0
7676,1
969,0
12880,0
13732,0
25092,0
24115,0
23826,0
25257,0
6178,0
2,0
28460,0
18960,1
2881,0
2104,0
30140,0
10355,1
11256,0
22870,1
2440,0
26554,1
31906,1
10881,0
26717,0
5787,0
11389,0
9427,0
27015,0
770,0
10598,0
17077,1
9743,0
11991,0
1599,0
621,0
2459,0
3627,0
8674,1
15348,0
14915,0
4211,0
654,0
27818,0
1030,0
27899,0
3584,1
18638,0
22135,0
31405,1
21146,1
5531,0
27640,1
22542,0
4873,1
11751,0
8243,1
21045,0
25560,0
13591,0
19037,1
23271,0
25695,0
25718,1
17173,1
20193,1
20156,0
14157,0
1131,0
20993,0
9141,0
6809,0
26640,0
32151,0
1185,0
23301,1
15081,0
29960,0
22702,0
12241,1
680,0
22465,0
25073,0
31176,0
16778,1
19616,0
7273,0
15026,0
11444,0
7839,0
10395,0
31382,0
22519,1
1734,0
20457,0
16951,0
10166,0
7479,0
21293,0
24833,0
20168,0
22962,0
25238,0
13339,0
11042,0
1660,0
15620,0
28327,0
32116,0
23322,0
20882,0
8386,0
22605,0
29683,1
25784,0
12485,0
12984,0
12177,0
15156,0
19810,1
9732,0
11951,0
8442,1
13178,0
25861,0
19327,0
11318,0
12078,0
6911,1
3705,0
3770,0
7899,0
30085,0
12297,0
11387,0
3228,0
22601,0
8787,0
10712,0
10411,0
2034,0
558,0
14496,0
23736,1
26533,0
6257,0
11266,1
21990,0
27957,0
29729,0
26639,1
14511,1
6484,1
795,0
22656,0
16038,0
14827,1
12213,0
9025,0
13707,0
30545,1
17715,1
4934,0
31462,0
25079,1
26577,0
26038,1
10162,1
21558,0
2363,0
5695,0
19133,1
27542,0
28369,0
28818,0
32275,0
9605,1
3182,0
3008,0
25528,0
5477,0
3721,1
11111,1
9530,0
9493,1
12038,0
4170,0
6133,0
6972,0
16830,0
21128,1
11579,0
961,0
2251,0
6343,0
5833,0
25288,1
12695,0
622,0
7373,0
16089,0
8961,0
12818,1
3940,0
912,0
740,0
20198,0
23229,0
18453,0
4222,1
10404,0
10229,0
31389,0
1905,1
6078,0
25142,0
1945,1
30075,0
8403,0
30668,0
230,0
30404,1
18827,1
11064,0
29844,0
22734,0
6015,0
23674,0
30698,0
26431,0
14701,1
2780,0
24541,1
28103,1
14789,0
26468,1
245,0
16491,0
18722,0
15422,0
7583,0
19953,0
1873,0
23890,1
11303,0
22721,0
4250,0
27691,0
16240,0
28596,1
1311,0
13688,0
5526,0
11715,0
22719,0
16279,0
15396,0
4697,0
32164,1
24832,0
26217,1
21996,0
25923,0
25762,1
8069,1
14751,0
3601,0
9947,0
16366,0
8230,0
21159,1
6393,0
15807,0
12202,1
1855,0
12787,0
8985,0
14097,0
1590,0
10666,0
11697,0
22073,0
11766,0
18139,0
29174,0
29570,0
1834,0
31249,0
22081,0
9579,0
15630,1
6020,1
26267,0
2278,0
21503,0
11728,0
32479,0
16406,0
14152,1
18952,0
15207,0
23373,0
11645,0
20576,0
5759,0
15797,0
23835,1
4654,1
15578,0
12667,0
9864,0
30760,0
4588,0
11843,0
975,0
19979,0
5263,0
4630,0
26448,0
14570,1
11604,1
12938,0
8099,0
350,1
5321,0
13188,0
17993,0
18412,1
22180,0
872,1
7236,0
29067,0
29733,1
17205,0
27386,1
15265,0
24627,0
28963,1
18710,0
9147,0
13913,0
26900,0
1408,0
18833,0
13475,0
22469,0
31879,0
17229,0
12561,0
28391,0
7346,0
26975,1
17361,0
28568,0
11512,0
9271,0
22756,0
20327,0
9806,0
30612,0
7035,1
7401,0
9837,1
12642,0
2750,0
11768,0
30271,0
8835,0
28133,0
3908,0
21815,0
14003,1
20851,0
7546,0
15909,1
1375,0
14180,1
30893,0
17691,0
893,1
3307,0
14512,0
6892,0
632,1
448,0
18770,0
29690,0
8599,0
24385,0
29336,0
25046,0
31555,0
7688,0
14275,0
30037,0
2374,0
21720,0
7433,0
17924,0
18938,1
25772,0
24124,0
11683,0
2876,0
25506,0
11017,1
30334,0
27491,0
27633,1
18775,0
28014,0
30018,0
6882,0
20837,0
1429,1
135,1
1955,0
10779,0
9069,0
17251,0
13116,1
2134,0
9340,0
2016,0
22571,0
26443,0
31041,0
23622,0
2291,0
10471,0
28490,0
20925,0
2978,0
11420,0
9987,0
25499,0
7047,1
1314,1
17794,0
15862,0
26595,0
13996,0
14818,1
29633,0
11254,1
18376,0
2585,0
14320,1
10285,0
1159,0
8500,1
11954,0
32559,0
106,0
8331,0
23124,0
17708,0
7766,0
12722,0
26590,0
15543,1
18460,0
17707,0
32209,0
26386,0
4610,0
29893,0
4085,0
4434,0
2918,0
12942,0
4248,0
550,0
12659,1
32235,0
28755,1
11122,0
11425,0
27166,1
20973,0
27321,0
11527,0
31881,1
7829,0
13415,0
22650,0
29121,1
8128,0
5478,1
7643,1
30219,0
26771,0
18292,0
23692,0
12968,0
23520,0
10324,0
1663,0
372,1
9475,0
5846,0
21554,1
1079,1
23761,0
20498,0
21915,0
27245,1
29721,0
4568,0
7191,0
3329,0
3510,0
3982,0
4001,0
5751,0
7457,0
2448,0
21192,0
29456,0
4716,0
10062,1
16062,1
23455,0
17915,0
21737,0
3732,1
29271,0
17919,0
31390,1
26573,0
23141,0
3939,0
10465,1
9768,0
1400,0
27259,0
8016,0
804,0
2713,1
24418,0
29901,1
23978,0
6186,1
19001,1
28392,0
10586,0
8269,0
17958,0
24519,0
16952,0
11248,0
674,1
6640,0
15355,0
27666,0
27890,0
31966,1
28403,0
16172,0
2634,0
15915,1
6202,0
15365,1
3460,1
11454,0
21027,1
31540,0
21936,0
19746,0
22598,0
9860,0
2346,0
21777,0
30409,0
3454,0
1049,1
1275,1
20711,0
29708,1
22648,0
20181,0
21991,0
9857,1
16834,0
14273,1
7849,0
30,0
23815,1
20454,0
5059,0
3641,0
13138,0
14494,1
1241,0
290,0
24859,1
6600,0
2986,1
17209,1
25753,0
21112,0
11798,1
7847,0
15614,0
8295,0
16382,0
6288,0
4057,0
25445,0
24544,0
952,0
24310,0
29440,1
22078,1
23237,0
1284,1
10840,0
19378,1
1008,1
8368,0
14405,0
17165,0
8489,0
9515,0
20969,0
23048,0
32095,0
30771,0
16036,0
1482,1
17116,1
6272,0
13805,0
18627,0
28465,0
18370,0
27107,0
25456,1
22807,0
27400,0
11675,0
22183,0
19015,0
27607,0
11503,0
28042,0
32129,1
19003,0
20435,1
24995,0
10555,0
29167,0
23704,0
5081,0
15254,0
10659,0
27935,0
25342,0
6537,1
16455,0
31100,0
14239,0
22489,0
27798,0
12675,0
29330,0
21982,0
211,1
24602,1
31739,0
27093,0
16706,0
16867,0
8140,0
29055,1
21745,0
11097,0
9421,0
4995,0
2670,1
7261,1
13997,1
15022,0
27526,0
26295,0
5889,1
3497,1
4157,0
27250,0
33,0
2651,0
15280,0
22200,0
5551,0
9843,0
20616,0
24707,0
27497,0
14346,1
28375,0
3767,0
3646,0
19891,1
11598,0
21837,0
12763,0
19570,0
4185,0
18114,0
10379,1
4365,1
19615,1
20907,0
21886,0
7760,0
25056,0
10734,0
15572,0
1619,0
11622,0
11501,0
3724,1
1942,0
1176,0
31362,0
12295,0
20386,1
30590,1
23732,0
12361,0
27446,0
16059,0
11155,1
26701,0
24554,1
27001,0
4015,0
16794,0
13153,0
18117,0
25180,1
15516,0
29382,0
22500,0
3386,0
8209,1
7121,0
13225,0
2076,0
9704,0
1082,0
11295,0
29356,1
15034,1
12455,0
17612,1
31082,1
27898,0
29791,0
30237,0
23334,1
15221,0
19968,1
28708,0
8266,1
3059,0
11775,0
8292,0
28763,0
32150,0
14657,0
15448,0
31944,0
28871,0
31722,0
26656,0
8695,0
9117,0
11443,0
1061,0
17839,0
16621,1
826,0
17495,0
6030,1
31131,0
510,0
27556,0
11410,1
5944,1
32466,1
28688,0
12998,1
21429,1
4725,0
15087,1
529,0
22240,0
1362,0
28942,0
1143,0
15418,1
20322,0
10320,0
13435,0
29302,0
14955,0
22631,1
30605,0
6368,0
12413,0
23234,0
8113,1
21263,0
31786,1
10951,1
12396,0
23844,1
3085,0
10326,0
15264,0
21071,0
10289,0
29254,0
9922,0
10835,0
16779,0
13583,0
15729,0
31913,0
20841,0
30101,0
22256,0
554,1
23005,1
229,0
5219,0
9677,0
19971,0
28274,0
20867,1
13264,0
1337,1
23750,0
25348,0
17101,0
6877,0
22659,0
4639,1
5272,0
12282,0
16069,0
9632,1
29202,0
15134,0
4012,0
16568,0
10597,0
16458,0
8214,0
31697,1
26745,0
27511,0
5904,0
15405,0
3630,0
13716,0
4860,0
18229,0
1851,0
11311,0
28131,0
6725,0
14226,1
24837,0
2840,1
12314,1
23242,0
27767,0
24771,0
15066,0
8005,0
12900,0
27535,0
3339,0
215,1
11756,0
31516,1
10203,1
19309,0
27663,1
6225,1
22715,0
8448,1
28977,1
10884,0
3595,1
12989,0
9863,0
22261,0
12824,0
26711,0
6881,0
4812,1
16992,0
29308,0
15904,1
12081,0
1449,1
13085,0
13196,0
1777,0
31309,0
27876,1
4063,0
5629,0
31484,0
732,0
8328,0
8160,1
7879,1
8247,0
13446,0
2514,1
20124,0
12216,1
25666,0
14632,0
1683,0
1718,1
16220,1
32319,0
291,0
28453,1
1194,0
24760,0
9706,0
26628,0
9971,0
30220,0
6512,1
13209,1
29838,0
23854,1
9626,0
8220,0
11787,0
25644,0
22981,0
13014,0
13155,0
15478,0
27139,0
16984,0
15461,0
15493,0
21580,0
20009,0
31069,0
14897,1
21890,0
32366,0
9751,1
465,0
12206,0
1363,0
16102,1
5490,1
12374,0
20442,1
22101,0
3689,0
25368,0
18559,0
20736,1
32107,0
816,0
5301,1
20850,1
27026,0
1226,1
14616,0
2820,0
9669,0
9114,0
20201,1
11643,0
21231,0
19266,0
17659,0
24534,1
19655,1
17928,0
4970,1
3039,1
30397,1
75,0
1640,0
4184,0
31526,0
458,0
14197,1
18918,1
25258,0
20233,0
19636,1
19315,0
12428,0
29506,0
8977,1
32033,0
24527,0
23635,0
8901,0
32316,0
6171,0
5270,0
12123,0
4133,1
30343,1
19921,0
16285,1
16082,0
24235,0
22086,0
22514,0
2418,0
26459,0
17587,0
21274,1
25224,0
23394,0
21342,0
26514,0
30448,0
7076,0
27891,0
3147,0
27968,0
16899,0
4910,0
5401,0
2458,0
16725,0
7361,0
31991,0
23851,0
25571,0
28083,0
16303,1
22046,1
27096,0
10919,1
4002,0
16088,0
24950,0
27755,0
25153,0
19908,0
1871,0
30251,0
6437,0
10133,0
6584,0
326,0
18516,0
22021,0
980,0
11079,1
747,0
7531,1
28748,1
30621,1
12788,0
20600,1
22661,0
17343,0
32301,0
10639,0
17876,0
22537,1
27734,0
5569,0
26630,0
3729,0
4009,0
22229,0
10437,0
30172,0
6475,1
13853,0
3064,1
22328,1
26411,0
11968,0
13700,0
5951,0
25275,1
22466,0
544,0
5864,0
28508,0
15790,0
11735,0
29857,1
2877,0
7464,1
17788,0
21361,0
7284,0
4895,0
10826,0
20460,0
8630,0
25633,1
17131,0
12527,0
23153,1
20950,0
15411,1
29909,1
31039,0
23142,0
26951,0
17491,0
3563,0
13668,0
28959,0
11593,1
16140,0
29335,0
10377,0
10167,0
18550,0
28990,0
25654,0
12135,0
7680,0
10144,1
7948,0
27410,0
2359,0
30626,1
13469,0
26706,0
7986,0
30212,1
25715,1
21107,0
11912,0
23900,0
10083,0
288,0
18259,0
6821,0
15791,0
22179,0
21913,0
17672,1
27469,0
6914,0
3564,0
4080,0
31650,0
21884,1
12016,1
14624,1
20266,0
1533,1
11182,0
3405,0
5815,0
13020,0
13349,0
10861,0
25045,0
27343,0
1676,1
31200,1
6532,0
18060,0
1577,0
29412,0
6976,0
5493,0
8607,0
7058,1
22313,0
32080,0
1674,1
13828,0
7609,0
25747,0
10592,0
1359,0
9933,0
2160,1
9757,0
25179,0
7380,1
671,0
29189,0
28862,0
7685,0
8912,1
19020,0
2851,0
29184,0
5658,1
14579,1
19278,0
6100,0
23210,0
8196,0
11301,1
22711,0
14622,0
20048,0
217,0
12335,0
22815,0
19588,0
5350,0
11783,0
25586,1
28556,0
28585,0
5225,0
30700,1
13725,0
25746,0
19345,1
19534,0
5224,1
7094,0
27354,0
13211,0
30167,0
16169,0
21489,1
31421,0
3808,0
5616,0
27953,1
32552,0
16048,0
2029,0
15957,0
26075,0
25319,1
4326,0
12254,0
11800,1
12825,0
26137,0
20310,0
16052,1
26445,0
27304,0
2641,0
16676,0
630,0
7926,0
4954,0
6413,0
16878,0
21520,0
16941,0
15683,0
12382,0
30554,0
20240,1
9905,1
29162,0
26642,0
13664,0
3344,0
29194,0
27196,0
26017,1
23158,0
24630,1
2061,0
4949,1
9107,0
17720,1
9016,1
4504,0
29579,0
18533,0
23648,0
445,0
23359,0
26080,1
5712,1
29655,1
19442,0
17675,1
5091,0
5009,0
30505,0
12173,1
27661,0
922,0
5235,0
21253,0
13336,0
32350,0
24741,1
31234,0
7821,0
7271,1
21174,0
29315,0
11875,0
24880,0
6813,0
27109,0
25689,0
3741,0
19952,0
18137,0
19424,0
29691,0
15771,0
9035,0
12713,0
14986,0
26957,1
16990,0
20154,0
31717,0
9494,0
2516,0
28003,0
10693,1
27467,0
5820,0
10581,0
14895,0
1094,0
26813,0
12269,0
6758,1
17718,0
25613,1
20932,0
23766,0
29096,0
23396,0
32180,0
1501,0
31532,0
20612,0
2630,0
28549,0
24885,0
4346,0
7091,0
7857,0
3869,0
710,0
22510,0
17497,0
1413,1
9539,0
9721,0
27244,0
1528,1
17123,0
17953,0
12817,1
2155,0
16153,0
14376,0
12401,0
15225,1
20475,0
13142,0
5871,1
2900,1
17934,0
4978,1
30681,1
14805,0
2720,0
21244,1
9342,1
914,0
7646,0
6814,1
11265,0
5682,1
5150,1
31167,0
24278,0
13323,0
20875,0
29281,0
17522,0
1704,0
28468,0
29381,0
7804,0
12520,0
29188,1
14139,0
2066,1
27412,0
22123,1
31710,0
4685,1
31869,1
30616,0
3566,0
993,1
44,0
30458,0
3070,0
20044,0
4961,1
12053,0
30940,0
5683,0
2117,0
8757,0
10638,0
1156,1
18121,1
6412,0
13364,0
27964,0
18269,0
26520,0
26334,0
18075,0
26487,0
17324,0
1421,0
26275,1
19352,0
12432,0
15063,0
16586,0
8076,0
15743,0
30462,0
21261,1
12360,0
19253,0
2172,0
26188,1
13532,0
22982,0
6694,0
32136,0
4158,0
30711,0
21100,0
2214,0
15125,1
133,0
6414,1
19644,1
3507,0
26578,0
16252,1
7710,0
7678,1
23290,1
7258,1
27512,0
10296,1
3120,0
8177,1
3573,0
6867,0
7897,0
12099,1
12172,0
30457,0
9481,0
1134,0
27256,0
224,0
11116,1
22388,1
255,1
13578,0
16289,0
18344,0
17317,0
27682,0
9126,1
29711,0
27837,1
29028,0
13615,0
14365,0
20472,0
5976,0
30105,0
20351,0
527,0
8876,0
21509,0
15673,0
16837,0
7771,0
18277,0
8793,0
29585,1
4519,0
2390,1
8682,1
25074,0
32274,0
20994,0
1307,0
8996,0
9415,0
20428,0
32446,0
31795,1
10527,0
18655,0
14025,0
1682,1
23275,0
4069,0
13512,0
10128,0
15810,0
13769,1
15933,0
31829,0
31509,0
19073,0
16898,0
10963,0
16440,0
13313,0
12815,0
6808,0
15160,1
15592,1
27453,0
3034,0
21739,0
5232,0
6481,0
13229,1
11190,0
18876,0
11855,0
23834,0
13857,0
30987,0
7471,0
12250,0
16657,1
7931,1
3185,1
23245,0
6472,0
9053,0
12201,1
27069,0
2594,0
3051,0
8784,0
28122,0
32500,0
28367,0
191,0
4287,0
14874,1
19111,0
23817,0
14741,1
29778,1
17007,0
3752,0
6844,1
17811,0
14639,0
248,1
26859,0
13411,0
26502,0
29652,0
23167,0
7679,1
13522,0
11252,0
6575,0
7632,0
6659,0
7222,1
9454,1
31511,0
23982,1
8398,0
7130,0
9393,1
29872,1
29405,0
17638,1
4285,1
30756,0
3532,0
25062,0
17142,0
22844,0
13514,1
8167,1
23877,1
11183,1
19429,0
27205,0
15721,0
30285,0
4385,0
8477,0
1964,0
3624,0
25382,0
9535,0
29946,0
31036,0
18472,0
26091,0
3836,1
31649,0
18474,0
8323,0
29592,1
19247,1
6394,0
12021,1
6935,1
22424,1
10946,0
27584,0
10624,1
14620,0
22881,0
24027,0
27299,0
17454,1
1213,1
17010,0
25968,0
32407,0
30234,1
17490,0
28583,0
25842,0
7024,0
2806,0
26391,0
11648,0
2686,0
27769,1
18857,0
10333,0
20517,0
7215,1
28457,1
17447,0
21960,1
31185,1
25645,0
14938,1
26412,0
16599,0
18232,0
32434,0
27621,0
13847,0
18913,1
24298,0
32389,1
29133,0
29497,0
8613,1
7701,1
25247,0
1228,0
15893,0
20508,0
783,0
29603,0
27610,1
31538,0
8133,0
29874,0
10954,0
1463,1
23400,0
31008,1
13272,1
11459,0
10877,0
10768,1
8384,0
30641,0
7117,1
871,0
28520,0
4138,0
10559,0
13212,1
23862,0
10995,0
12143,1
9943,0
9800,0
29237,0
13421,0
30787,1
22686,0
14665,1
26536,0
20186,0
21709,0
13746,0
22579,0
23926,1
26104,0
16633,0
3201,0
26400,1
27620,0
16413,0
11737,0
1490,0
28621,0
8843,0
29564,0
5713,1
28793,0
4880,1
3965,0
12801,0
4628,0
14867,1
6111,1
28609,0
11664,0
6693,0
2854,0
14982,0
23839,1
947,1
1334,1
27937,0
30206,0
26686,0
14719,0
12768,0
4075,1
27632,0
8729,1
20941,0
7581,0
30427,0
14809,0
12950,0
13960,1
16667,1
18614,0
14265,1
18270,1
22547,1
6222,0
24763,0
2628,0
10016,0
6677,1
11994,0
17402,0
27955,0
696,1
6618,0
9344,0
26374,0
6005,1
9895,0
13830,1
1566,0
16630,0
24114,0
17539,1
18993,0
9648,1
9608,0
5872,0
13530,0
22047,0
22528,0
11424,0
31770,0
26052,0
22460,0
19621,0
15660,1
31586,0
18392,0
7787,0
4558,0
14140,0
18328,1
5383,0
12874,1
6740,0
10754,1
8662,0
27100,1
14844,0
25314,0
26743,0
18757,0
27627,0
25558,0
26367,0
5753,0
23611,0
30857,0
849,0
31947,0
21117,0
4408,0
5283,0
30035,0
23241,0
19842,1
5518,1
28024,0
15051,0
12736,0
9347,1
4679,0
29818,0
7216,0
16370,0
31571,0
28832,1
9801,1
4288,0
14007,0
25437,1
14640,1
13296,0
11375,0
21396,0
28446,1
8291,0
23911,0
19393,0
3491,0
16687,0
10585,0
20541,0
4024,1
17757,1
2483,0
14749,0
10772,0
14742,0
13273,0
17865,0
31046,0
31193,0
29090,0
22998,0
586,0
6092,0
1673,0
16578,0
22098,0
6516,0
23029,1
6920,0
27517,1
30837,0
11281,0
11873,0
23753,0
17356,0
14153,0
4032,1
1287,0
26276,0
20234,0
20443,0
27932,0
9456,0
1029,0
31890,0
17703,0
10441,0
23147,0
29278,0
7798,0
26657,0
6529,0
30994,0
12752,0
17412,0
4493,0
12581,0
32000,0
23579,0
27777,0
22437,0
9559,1
9805,0
807,1
29756,0
18514,0
28006,0
12388,0
21677,0
28828,0
17786,1
929,0
14913,0
22662,0
14920,0
16488,0
16009,0
1088,1
9506,1
2948,1
23672,1
26928,0
30904,0
15847,1
22311,0
8971,0
20159,0
21184,0
19320,0
3873,0
1897,0
18431,1
15943,0
9562,0
21617,0
6878,0
7389,0
14901,0
22624,0
20725,1
11610,1
30422,1
30331,0
21651,0
10964,1
26807,0
28489,1
22338,1
27609,0
9819,1
19920,1
1168,0
6049,0
25095,0
16744,0
4647,0
22780,1
21251,0
23795,0
18816,0
1652,0
21404,0
27531,0
440,0
10092,0
25438,1
8675,0
9333,0
29632,0
16193,0
28781,0
580,1
28750,0
4362,0
31673,1
2289,0
4965,0
12941,0
29964,0
17832,0
9161,0
32159,0
24472,1
3636,0
12553,0
31269,0
8612,0
12692,0
11521,1
23863,0
24195,0
22862,0
469,1
1918,0
23367,0
7186,0
15969,0
29462,0
31441,0
2368,0
12696,0
19823,0
24688,0
19447,0
31743,1
25622,1
3316,0
29360,0
19358,0
28768,0
17555,0
18937,0
27262,0
27695,0
2085,1
32227,0
391,0
15339,0
13396,0
17712,0
1202,0
26909,1
16016,0
8094,0
28496,0
23782,1
19202,1
3382,1
15204,1
13235,0
13170,1
24203,1
26088,0
6745,0
7980,0
28275,0
29658,0
16443,0
30270,0
9387,0
4714,0
1152,0
19830,0
4751,0
27055,0
22331,1
1738,1
12785,0
16892,0
20082,0
2752,1
6086,0
15058,0
12959,0
31194,0
25233,0
29233,0
1893,1
17104,0
25483,0
31956,0
8180,0
10627,1
7603,0
20527,1
23338,0
10168,0
32122,0
30266,1
19177,0
17808,0
7578,0
1745,0
29041,0
10105,0
7351,1
29196,0
18737,0
30244,1
31179,0
20097,0
23612,0
12464,0
32263,0
20896,0
2983,0
17286,1
22271,0
25850,1
18909,0
3828,0
8888,0
12256,0
28012,0
27732,0
11153,1
5197,0
12105,0
16118,0
28013,0
3591,0
22970,1
25615,0
3449,0
9844,0
27667,0
827,0
1178,0
3860,1
25577,0
11987,0
6012,0
24875,0
3815,0
739,1
17021,0
24001,0
8483,0
18769,0
1581,0
985,0
24000,0
3346,0
16144,0
32494,0
18291,0
3368,1
6354,0
24061,0
17379,0
478,0
12643,0
24569,1
6135,1
28683,0
32088,0
29914,0
23707,0
24052,0
23176,0
25775,0
18694,0
31286,0
19349,0
14919,1
4852,0
17105,0
958,1
17112,0
15055,0
23481,0
11707,0
1610,0
9127,0
19471,0
8170,0
19176,0
28434,0
9758,0
14211,0
15266,0
11215,1
22305,0
15480,0
26565,0
10953,1
29185,1
16044,0
15794,0
9688,1
3219,0
28000,0
7740,0
5517,0
21388,0
28907,0
3380,0
13498,1
19727,1
22005,1
29827,0
6027,0
2089,1
13259,0
29662,0
30763,0
14663,0
18723,0
9472,0
496,0
21687,0
31074,0
25295,0
23927,0
1886,0
5001,0
6567,0
7818,1
13493,0
11364,0
20099,0
507,0
17019,0
10583,1
4674,0
19721,0
24288,0
9637,0
3928,0
30171,0
4542,0
4449,0
10949,0
10729,1
2110,1
5931,1
839,0
828,0
24632,0
3966,1
2975,0
18602,1
2929,0
28823,0
15822,0
21540,1
13561,1
31127,0
8049,0
25208,0
17404,1
12068,0
13324,0
8610,1
2951,0
27359,0
4996,1
9695,0
20445,0
29966,0
5964,0
28910,1
1370,0
26175,0
19159,0
9247,1
19681,0
31595,0
24748,0
21574,0
28704,1
15270,0
15739,0
22015,0
27110,1
21657,1
15147,0
23682,1
2255,0
27119,0
32458,1
13437,0
20537,1
28400,0
13338,1
2189,0
20407,1
18590,0
25266,0
12604,1
25892,0
20953,0
3970,0
20673,0
16854,0
1031,0
13691,1
7418,1
2455,0
15227,0
15934,0
64,0
330,0
8881,0
2938,0
16567,0
23473,0
11149,1
31032,0
20470,0
30284,1
32542,0
24074,0
27102,0
25916,0
17232,0
12888,0
27592,1
11698,0
31565,0
17900,0
22450,0
12750,0
30163,0
25996,0
10024,0
5280,0
8036,1
17978,0
1860,0
1153,0
28002,1
1050,0
2180,1
4468,0
10915,0
5802,0
10157,0
4335,0
26300,1
17766,1
7965,0
10276,0
8976,0
15525,0
29499,0
17450,0
12932,0
17059,0
25125,0
4498,0
26458,0
29600,0
5251,1
3023,0
21862,1
31211,0
10396,0
11033,1
6469,0
29952,0
2141,0
6029,0
7596,0
28789,0
19064,0
19667,0
26858,0
7978,1
30401,1
24998,0
13118,0
29455,0
964,0
9469,1
21425,0
28917,0
4038,0
16037,0
5705,0
4981,0
9012,0
23000,0
1461,0
23128,0
5003,0
23253,0
4240,0
20324,0
5296,0
27472,0
348,0
30463,0
9118,0
30589,0
3453,0
10507,0
6101,1
19758,0
8014,0
29742,0
15704,0
9221,0
23381,1
6310,1
98,0
27146,0
11448,0
4665,0
21623,0
29535,1
30039,0
1007,1
6535,1
21771,0
24838,0
